,Pokedex Number,Pokemon Name,Original Pokemon ID,Legendary Type,Pokemon Height,Pokemon Weight,Primary Type,Secondary Type,Male Ratio,Female Ratio,Base Happiness,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total,Health EV,Attack EV,Defense EV,Special Attack EV,Special Defense EV,Speed EV,EV Yield Total,Catch Rate,Experience Growth Total,Egg Cycle Count
354,238,Smoochum,,,0.4,6.0,Ice,Psychic,0.0,100.0,50,45,30,15,85,65,65,305,0,0,0,1,0,0,1,45,1000000,25
355,239,Elekid,,,0.6,23.5,Electric,Electric,75.0,25.0,50,45,63,37,65,55,95,360,0,0,0,0,0,1,1,45,1000000,25
356,240,Magby,,,0.7,21.4,Fire,Fire,75.0,25.0,50,45,75,37,70,55,83,365,0,0,0,0,0,1,1,45,1000000,25
357,241,Miltank,,,1.2,75.5,Normal,Normal,0.0,100.0,50,95,80,105,40,70,100,490,0,0,2,0,0,0,2,45,1250000,20
358,242,Blissey,,,1.5,46.8,Normal,Normal,0.0,100.0,140,255,10,10,75,135,55,540,3,0,0,0,0,0,3,30,800000,40
359,243,Raikou,,Sub-Legendary,1.9,178.0,Electric,Electric,0.0,0.0,35,90,85,75,115,100,115,580,0,0,0,1,0,2,3,3,1250000,80
360,244,Entei,,Sub-Legendary,2.1,198.0,Fire,Fire,0.0,0.0,35,115,115,85,90,75,100,580,1,2,0,0,0,0,3,3,1250000,80
361,245,Suicune,,Sub-Legendary,2.0,187.0,Water,Water,0.0,0.0,35,100,75,115,90,115,85,580,0,0,1,0,2,0,3,3,1250000,80
362,246,Larvitar,,,0.6,72.0,Rock,Ground,50.0,50.0,35,50,64,50,45,50,41,300,0,1,0,0,0,0,1,45,1250000,40
363,247,Pupitar,,,1.2,152.0,Rock,Ground,50.0,50.0,35,70,84,70,65,70,51,410,0,2,0,0,0,0,2,45,1250000,40
364,248,Tyranitar,,,2.0,202.0,Rock,Dark,50.0,50.0,35,100,134,110,95,100,61,600,0,3,0,0,0,0,3,45,1250000,40
365,248,"""Mega"" Tyranitar",372.0,,2.5,255.0,Rock,Dark,50.0,50.0,35,100,164,150,95,120,71,700,0,3,0,0,0,0,3,45,1250000,40
366,249,Lugia,,Legendary,5.2,216.0,Psychic,Flying,0.0,0.0,0,106,90,130,90,154,110,680,0,0,0,0,3,0,3,3,1250000,120
367,250,Ho-Oh,,Legendary,3.8,199.0,Fire,Flying,0.0,0.0,0,106,130,90,110,154,90,680,0,0,0,0,3,0,3,3,1250000,120
368,251,Celebi,,Mythical,0.6,5.0,Psychic,Grass,0.0,0.0,100,100,100,100,100,100,100,600,3,0,0,0,0,0,3,45,1059860,120
369,252,Treecko,,,0.5,5.0,Grass,Grass,87.5,12.5,50,40,45,35,65,55,70,310,0,0,0,0,0,1,1,45,1059860,20
370,253,Grovyle,,,0.9,21.6,Grass,Grass,87.5,12.5,50,50,65,45,85,65,95,405,0,0,0,0,0,2,2,45,1059860,20
371,254,Sceptile,,,1.7,52.2,Grass,Grass,87.5,12.5,50,70,85,65,105,85,120,530,0,0,0,0,0,3,3,45,1059860,20
372,254,"""Mega"" Sceptile",382.0,,1.9,55.2,Grass,Dragon,87.5,12.5,70,70,110,75,145,85,145,630,0,0,0,0,0,3,3,45,1059860,20
373,255,Torchic,,,0.4,2.5,Fire,Fire,87.5,12.5,50,45,60,40,70,50,45,310,0,0,0,1,0,0,1,45,1059860,20
374,256,Combusken,,,0.9,19.5,Fire,Fighting,87.5,12.5,50,60,85,60,85,60,55,405,0,1,0,1,0,0,2,45,1059860,20
375,257,Blaziken,,,1.9,52.0,Fire,Fighting,87.5,12.5,50,80,120,70,110,70,80,530,0,3,0,0,0,0,3,45,1059860,20
376,257,"""Mega"" Blaziken",385.0,,1.9,52.0,Fire,Fighting,87.5,12.5,70,80,160,80,130,80,100,630,0,3,0,0,0,0,3,45,1059860,20
377,258,Mudkip,,,0.4,7.6,Water,Water,87.5,12.5,50,50,70,50,50,50,40,310,0,1,0,0,0,0,1,45,1059860,20
378,259,Marshtomp,,,0.7,28.0,Water,Ground,87.5,12.5,50,70,85,70,60,70,50,405,0,2,0,0,0,0,2,45,1059860,20
379,260,Swampert,,,1.5,81.9,Water,Ground,87.5,12.5,50,100,110,90,85,90,60,535,0,3,0,0,0,0,3,45,1059860,20
380,260,"""Mega"" Swampert",388.0,,1.9,102.0,Water,Ground,87.5,12.5,70,100,150,110,95,110,70,635,0,3,0,0,0,0,3,45,1059860,20
381,261,Poochyena,,,0.5,13.6,Dark,Dark,50.0,50.0,50,35,55,35,30,30,35,220,0,1,0,0,0,0,1,255,1000000,15
382,262,Mightyena,,,1.0,37.0,Dark,Dark,50.0,50.0,50,70,90,70,60,60,70,420,0,2,0,0,0,0,2,127,1000000,15
383,263,Zigzagoon,,,0.4,17.5,Normal,Normal,50.0,50.0,50,38,30,41,30,41,60,240,0,0,0,0,0,1,1,255,1000000,15
384,263,"""Galar"" Zigzagoon",391.0,,0.4,17.5,Dark,Normal,50.0,50.0,50,38,30,41,30,41,60,240,0,0,0,0,0,1,1,255,1000000,15
385,264,Linoone,,,0.5,32.5,Normal,Normal,50.0,50.0,50,78,70,61,50,61,100,420,0,0,0,0,0,2,2,90,1000000,15
386,264,"""Galar"" Linoone",392.0,,0.5,32.5,Dark,Normal,50.0,50.0,50,78,70,61,50,61,100,420,0,0,0,0,0,2,2,90,1000000,15
387,265,Wurmple,,,0.3,3.6,Bug,Bug,50.0,50.0,50,45,45,35,20,30,20,195,1,0,0,0,0,0,1,255,1000000,15
388,266,Silcoon,,,0.6,10.0,Bug,Bug,50.0,50.0,50,50,35,55,25,25,15,205,0,0,2,0,0,0,2,120,1000000,15
389,267,Beautifly,,,1.0,28.4,Bug,Flying,50.0,50.0,50,60,70,50,100,50,65,395,0,0,0,3,0,0,3,45,1000000,15
390,268,Cascoon,,,0.7,11.5,Bug,Bug,50.0,50.0,50,50,35,55,25,25,15,205,0,0,2,0,0,0,2,120,1000000,15
391,269,Dustox,,,1.2,31.6,Bug,Poison,50.0,50.0,50,60,50,70,50,90,65,385,0,0,0,0,3,0,3,45,1000000,15
392,270,Lotad,,,0.5,2.6,Water,Grass,50.0,50.0,50,40,30,30,40,50,30,220,0,0,0,0,1,0,1,255,1059860,15
393,271,Lombre,,,1.2,32.5,Water,Grass,50.0,50.0,50,60,50,50,60,70,50,340,0,0,0,0,2,0,2,120,1059860,15
394,272,Ludicolo,,,1.5,55.0,Water,Grass,50.0,50.0,50,80,70,70,90,100,70,480,0,0,0,0,3,0,3,45,1059860,15
395,273,Seedot,,,0.5,4.0,Grass,Grass,50.0,50.0,50,40,40,50,30,30,30,220,0,0,1,0,0,0,1,255,1059860,15
396,274,Nuzleaf,,,1.0,28.0,Grass,Dark,50.0,50.0,50,70,70,40,60,40,60,340,0,2,0,0,0,0,2,120,1059860,15
397,275,Shiftry,,,1.3,59.6,Grass,Dark,50.0,50.0,50,90,100,60,90,60,80,480,0,3,0,0,0,0,3,45,1059860,15
398,276,Taillow,,,0.3,2.3,Normal,Flying,50.0,50.0,50,40,55,30,30,30,85,270,0,0,0,0,0,1,1,200,1059860,15
399,277,Swellow,,,0.7,19.8,Normal,Flying,50.0,50.0,50,60,85,60,75,50,125,455,0,0,0,0,0,2,2,45,1059860,15
400,278,Wingull,,,0.6,9.5,Water,Flying,50.0,50.0,50,40,30,30,55,30,85,270,0,0,0,0,0,1,1,190,1000000,20
401,279,Pelipper,,,1.2,28.0,Water,Flying,50.0,50.0,50,60,50,100,95,70,65,440,0,0,2,0,0,0,2,45,1000000,20
402,280,Ralts,,,0.4,6.6,Psychic,Fairy,50.0,50.0,35,28,25,25,45,35,40,198,0,0,0,1,0,0,1,235,1250000,20
403,281,Kirlia,,,0.8,20.2,Psychic,Fairy,50.0,50.0,35,38,35,35,65,55,50,278,0,0,0,2,0,0,2,120,1250000,20
404,282,Gardevoir,,,1.6,48.4,Psychic,Fairy,50.0,50.0,35,68,65,65,125,115,80,518,0,0,0,3,0,0,3,45,1250000,20
405,282,"""Mega"" Gardevoir",410.0,,1.6,48.4,Psychic,Fairy,50.0,50.0,35,68,85,65,165,135,100,618,0,0,0,3,0,0,3,45,1250000,20
406,283,Surskit,,,0.5,1.7,Bug,Water,50.0,50.0,50,40,30,32,50,52,65,269,0,0,0,0,0,1,1,200,1000000,15
407,284,Masquerain,,,0.8,3.6,Bug,Flying,50.0,50.0,50,70,60,62,100,82,80,454,0,0,0,1,1,0,2,75,1000000,15
408,285,Shroomish,,,0.4,4.5,Grass,Grass,50.0,50.0,50,60,40,60,40,60,35,295,1,0,0,0,0,0,1,255,1640000,15
409,286,Breloom,,,1.2,39.2,Grass,Fighting,50.0,50.0,50,60,130,80,60,60,70,460,0,2,0,0,0,0,2,90,1640000,15
410,287,Slakoth,,,0.8,24.0,Normal,Normal,50.0,50.0,50,60,60,60,35,35,30,280,1,0,0,0,0,0,1,255,1250000,15
411,288,Vigoroth,,,1.4,46.5,Normal,Normal,50.0,50.0,50,80,80,80,55,55,90,440,0,0,0,0,0,2,2,120,1250000,15
412,289,Slaking,,,2.0,130.5,Normal,Normal,50.0,50.0,50,150,160,100,95,65,100,670,3,0,0,0,0,0,3,45,1250000,15
413,290,Nincada,,,0.5,5.5,Bug,Ground,50.0,50.0,50,31,45,90,30,30,40,266,0,0,1,0,0,0,1,255,600000,15
414,291,Ninjask,,,0.8,12.0,Bug,Flying,50.0,50.0,50,61,90,45,50,50,160,456,0,0,0,0,0,2,2,120,600000,15
415,292,Shedinja,,,0.8,1.2,Bug,Ghost,0.0,0.0,50,1,90,45,30,30,40,236,2,0,0,0,0,0,2,45,600000,15
416,293,Whismur,,,0.6,16.3,Normal,Normal,50.0,50.0,50,64,51,23,51,23,28,240,1,0,0,0,0,0,1,190,1059860,20
417,294,Loudred,,,1.0,40.5,Normal,Normal,50.0,50.0,50,84,71,43,71,43,48,360,2,0,0,0,0,0,2,120,1059860,20
418,295,Exploud,,,1.5,84.0,Normal,Normal,50.0,50.0,50,104,91,63,91,73,68,490,3,0,0,0,0,0,3,45,1059860,20
419,296,Makuhita,,,1.0,86.4,Fighting,Fighting,75.0,25.0,50,72,60,30,20,30,25,237,1,0,0,0,0,0,1,180,1640000,20
420,297,Hariyama,,,2.3,253.8,Fighting,Fighting,75.0,25.0,50,144,120,60,40,60,50,474,2,0,0,0,0,0,2,200,1640000,20
421,298,Azurill,,,0.2,2.0,Normal,Fairy,25.0,75.0,50,50,20,40,20,40,20,190,1,0,0,0,0,0,1,150,800000,10
422,299,Nosepass,,,1.0,97.0,Rock,Rock,50.0,50.0,50,30,45,135,45,90,30,375,0,0,1,0,0,0,1,255,1000000,20
423,300,Skitty,,,0.6,11.0,Normal,Normal,25.0,75.0,50,50,45,45,35,35,50,260,0,0,0,0,0,1,1,255,800000,15
424,301,Delcatty,,,1.1,32.6,Normal,Normal,25.0,75.0,50,70,65,65,55,55,90,400,1,0,0,0,0,1,2,60,800000,15
425,302,Sableye,,,0.5,11.0,Dark,Ghost,50.0,50.0,35,50,75,75,65,65,50,380,0,1,1,0,0,0,2,45,1059860,25
426,302,"""Mega"" Sableye",430.0,,0.5,161.0,Dark,Ghost,50.0,50.0,35,50,85,125,85,115,20,480,0,1,1,0,0,0,2,45,1059860,25
427,303,Mawile,,,0.6,11.5,Steel,Fairy,50.0,50.0,50,50,85,85,55,55,50,380,0,1,1,0,0,0,2,45,800000,20
428,303,"""Mega"" Mawile",431.0,,1.0,23.5,Steel,Fairy,50.0,50.0,70,50,105,125,55,95,50,480,0,1,1,0,0,0,2,45,800000,20
429,304,Aron,,,0.4,60.0,Steel,Rock,50.0,50.0,35,50,70,100,40,40,30,330,0,0,1,0,0,0,1,180,1250000,35
430,305,Lairon,,,0.9,120.0,Steel,Rock,50.0,50.0,35,60,90,140,50,50,40,430,0,0,2,0,0,0,2,90,1250000,35
431,306,Aggron,,,2.1,360.0,Steel,Rock,50.0,50.0,35,70,110,180,60,60,50,530,0,0,3,0,0,0,3,45,1250000,35
432,306,"""Mega"" Aggron",434.0,,2.2,395.0,Steel,Steel,50.0,50.0,35,70,140,230,60,80,50,630,0,0,3,0,0,0,3,45,1250000,35
433,307,Meditite,,,0.6,11.2,Fighting,Psychic,50.0,50.0,50,30,40,55,40,55,60,280,0,0,0,0,0,1,1,180,1000000,20
434,308,Medicham,,,1.3,31.5,Fighting,Psychic,50.0,50.0,50,60,60,75,60,75,80,410,0,0,0,0,0,2,2,90,1000000,20
435,308,"""Mega"" Medicham",436.0,,1.3,31.5,Fighting,Psychic,50.0,50.0,70,60,100,85,80,85,100,510,0,0,0,0,0,2,2,90,1000000,20
436,309,Electrike,,,0.6,15.2,Electric,Electric,50.0,50.0,50,40,45,40,65,40,65,295,0,0,0,0,0,1,1,120,1250000,20
437,310,Manectric,,,1.5,40.2,Electric,Electric,50.0,50.0,50,70,75,60,105,60,105,475,0,0,0,0,0,2,2,45,1250000,20
438,310,"""Mega"" Manectric",438.0,,1.8,44.0,Electric,Electric,50.0,50.0,70,70,75,80,135,80,135,575,0,0,0,0,0,2,2,45,1250000,20
439,311,Plusle,,,0.4,4.2,Electric,Electric,50.0,50.0,50,60,50,40,85,75,95,405,0,0,0,0,0,1,1,200,1000000,20
440,312,Minun,,,0.4,4.2,Electric,Electric,50.0,50.0,50,60,40,50,75,85,95,405,0,0,0,0,0,1,1,200,1000000,20
441,313,Volbeat,,,0.7,17.7,Bug,Bug,100.0,0.0,50,65,73,75,47,85,85,430,0,0,0,0,0,1,1,150,600000,15
442,314,Illumise,,,0.6,17.7,Bug,Bug,0.0,100.0,50,65,47,75,73,85,85,430,0,0,0,0,0,1,1,150,1640000,15
443,315,Roselia,,,0.3,2.0,Grass,Poison,50.0,50.0,50,50,60,45,100,80,65,400,0,0,0,2,0,0,2,150,1059860,20
444,316,Gulpin,,,0.4,10.3,Poison,Poison,50.0,50.0,50,70,43,53,43,53,40,302,1,0,0,0,0,0,1,225,1640000,20
445,317,Swalot,,,1.7,80.0,Poison,Poison,50.0,50.0,50,100,73,83,73,83,55,467,2,0,0,0,0,0,2,75,1640000,20
446,318,Carvanha,,,0.8,20.8,Water,Dark,50.0,50.0,35,45,90,20,65,20,65,305,0,1,0,0,0,0,1,225,1250000,20
447,319,Sharpedo,,,1.8,88.8,Water,Dark,50.0,50.0,35,70,120,40,95,40,95,460,0,2,0,0,0,0,2,60,1250000,20
448,319,"""Mega"" Sharpedo",447.0,,2.5,130.3,Water,Dark,50.0,50.0,35,70,140,70,110,65,105,560,0,2,0,0,0,0,2,60,1250000,20
449,320,Wailmer,,,2.0,130.0,Water,Water,50.0,50.0,50,130,70,35,70,35,60,400,1,0,0,0,0,0,1,125,1640000,40
450,321,Wailord,,,14.5,398.0,Water,Water,50.0,50.0,50,170,90,45,90,45,60,500,2,0,0,0,0,0,2,60,1640000,40
451,322,Numel,,,0.7,24.0,Fire,Ground,50.0,50.0,50,60,60,40,65,45,35,305,0,0,0,1,0,0,1,255,1000000,20
452,323,Camerupt,,,1.9,220.0,Fire,Ground,50.0,50.0,50,70,100,70,105,75,40,460,0,1,0,1,0,0,2,150,1000000,20
453,323,"""Mega"" Camerupt",451.0,,2.5,320.5,Fire,Ground,50.0,50.0,70,70,120,100,145,105,20,560,0,1,0,1,0,0,2,150,1000000,20
454,324,Torkoal,,,0.5,80.4,Fire,Fire,50.0,50.0,50,70,85,140,85,70,20,470,0,0,2,0,0,0,2,90,1000000,20
455,325,Spoink,,,0.7,30.6,Psychic,Psychic,50.0,50.0,50,60,25,35,70,80,60,330,0,0,0,0,1,0,1,255,800000,20
456,326,Grumpig,,,0.9,71.5,Psychic,Psychic,50.0,50.0,50,80,45,65,90,110,80,470,0,0,0,0,2,0,2,60,800000,20
457,327,Spinda,,,1.1,5.0,Normal,Normal,50.0,50.0,50,60,60,60,60,60,60,360,0,0,0,1,0,0,1,255,800000,15
458,328,Trapinch,,,0.7,15.0,Ground,Ground,50.0,50.0,50,45,100,45,45,45,10,290,0,1,0,0,0,0,1,255,1059860,20
459,329,Vibrava,,,1.1,15.3,Ground,Dragon,50.0,50.0,50,50,70,50,50,50,70,340,0,1,0,0,0,1,2,120,1059860,20
460,330,Flygon,,,2.0,82.0,Ground,Dragon,50.0,50.0,50,80,100,80,80,80,100,520,0,1,0,0,0,2,3,45,1059860,20
461,331,Cacnea,,,0.4,51.3,Grass,Grass,50.0,50.0,35,50,85,40,85,40,35,335,0,0,0,1,0,0,1,190,1059860,20
462,332,Cacturne,,,1.3,77.4,Grass,Dark,50.0,50.0,35,70,115,60,115,60,55,475,0,1,0,1,0,0,2,60,1059860,20
463,333,Swablu,,,0.4,1.2,Normal,Flying,50.0,50.0,50,45,40,60,40,75,50,310,0,0,0,0,1,0,1,255,600000,20
464,334,Altaria,,,1.1,20.6,Dragon,Flying,50.0,50.0,50,75,70,90,70,105,80,490,0,0,0,0,2,0,2,45,600000,20
465,334,"""Mega"" Altaria",462.0,,1.5,20.6,Dragon,Fairy,50.0,50.0,70,75,110,110,110,105,80,590,0,0,0,0,2,0,2,45,600000,20
466,335,Zangoose,,,1.3,40.3,Normal,Normal,50.0,50.0,50,73,115,60,60,60,90,458,0,2,0,0,0,0,2,90,600000,20
467,336,Seviper,,,2.7,52.5,Poison,Poison,50.0,50.0,50,73,100,60,100,60,65,458,0,1,0,1,0,0,2,90,1640000,20
468,337,Lunatone,,,1.0,168.0,Rock,Psychic,0.0,0.0,50,90,55,65,95,85,70,460,0,0,0,2,0,0,2,45,800000,25
469,338,Solrock,,,1.2,154.0,Rock,Psychic,0.0,0.0,50,90,95,85,55,65,70,460,0,2,0,0,0,0,2,45,800000,25
470,339,Barboach,,,0.4,1.9,Water,Ground,50.0,50.0,50,50,48,43,46,41,60,288,1,0,0,0,0,0,1,190,1000000,20
471,340,Whiscash,,,0.9,23.6,Water,Ground,50.0,50.0,50,110,78,73,76,71,60,468,2,0,0,0,0,0,2,75,1000000,20
472,341,Corphish,,,0.6,11.5,Water,Water,50.0,50.0,50,43,80,65,50,35,35,308,0,1,0,0,0,0,1,205,1640000,15
473,342,Crawdaunt,,,1.1,32.8,Water,Dark,50.0,50.0,50,63,120,85,90,55,55,468,0,2,0,0,0,0,2,155,1640000,15
474,343,Baltoy,,,0.5,21.5,Ground,Psychic,0.0,0.0,50,40,40,55,40,70,55,300,0,0,0,0,1,0,1,255,1000000,20
475,344,Claydol,,,1.5,107.9,Ground,Psychic,0.0,0.0,50,60,70,105,70,120,75,500,0,0,0,0,2,0,2,90,1000000,20
476,345,Lileep,,,1.0,23.8,Rock,Grass,87.5,12.5,50,66,41,77,61,87,23,355,0,0,0,0,1,0,1,45,600000,30
477,346,Cradily,,,1.5,60.4,Rock,Grass,87.5,12.5,50,86,81,97,81,107,43,495,0,0,0,0,2,0,2,45,600000,30
478,347,Anorith,,,0.7,12.5,Rock,Bug,87.5,12.5,50,45,95,50,40,50,75,355,0,1,0,0,0,0,1,45,600000,30
479,348,Armaldo,,,1.5,68.2,Rock,Bug,87.5,12.5,50,75,125,100,70,80,45,495,0,2,0,0,0,0,2,45,600000,30
480,349,Feebas,,,0.6,7.4,Water,Water,50.0,50.0,50,20,15,20,10,55,80,200,0,0,0,0,0,1,1,255,600000,20
481,350,Milotic,,,6.2,162.0,Water,Water,50.0,50.0,50,95,60,79,100,125,81,540,0,0,0,0,2,0,2,60,600000,20
482,350,Milotic,,,6.2,162.0,Water,Water,50.0,50.0,50,95,60,79,100,125,81,540,0,0,0,0,2,0,2,60,600000,20
483,351,Castform,,,0.3,0.8,Normal,Normal,50.0,50.0,50,70,70,70,70,70,70,420,1,0,0,0,0,0,1,45,1000000,25
484,351,"""Sunny"" Castform",479.0,,0.3,0.8,Fire,Fire,50.0,50.0,50,70,70,70,70,70,70,420,1,0,0,0,0,0,1,45,1000000,25
485,351,"""Rainy"" Castform",479.0,,0.3,0.8,Water,Water,50.0,50.0,50,70,70,70,70,70,70,420,1,0,0,0,0,0,1,45,1000000,25
486,351,"""Snowy"" Castform",479.0,,0.3,0.8,Ice,Ice,50.0,50.0,50,70,70,70,70,70,70,420,1,0,0,0,0,0,1,45,1000000,25
487,352,Kecleon,,,1.0,22.0,Normal,Normal,50.0,50.0,50,60,90,70,60,120,40,440,0,0,0,0,1,0,1,200,1059860,20
488,353,Shuppet,,,0.6,2.3,Ghost,Ghost,50.0,50.0,35,44,75,35,63,33,45,295,0,1,0,0,0,0,1,225,800000,25
489,354,Banette,,,1.1,12.5,Ghost,Ghost,50.0,50.0,35,64,115,65,83,63,65,455,0,2,0,0,0,0,2,45,800000,25
490,354,"""Mega"" Banette",482.0,,1.2,13.0,Ghost,Ghost,50.0,50.0,35,64,165,75,93,83,75,555,0,2,0,0,0,0,2,45,800000,25
491,355,Duskull,,,0.8,15.0,Ghost,Ghost,50.0,50.0,35,20,40,90,30,90,25,295,0,0,0,0,1,0,1,190,800000,25
492,356,Dusclops,,,1.6,30.6,Ghost,Ghost,50.0,50.0,35,40,70,130,60,130,25,455,0,0,1,0,1,0,2,90,800000,25
493,357,Tropius,,,2.0,100.0,Grass,Flying,50.0,50.0,50,99,68,83,72,87,51,460,2,0,0,0,0,0,2,200,1250000,25
494,358,Chimecho,,,0.6,1.0,Psychic,Psychic,50.0,50.0,50,75,50,80,95,90,65,455,0,0,0,1,1,0,2,45,800000,25
495,359,Absol,,,1.2,47.0,Dark,Dark,50.0,50.0,35,65,130,60,75,60,75,465,0,2,0,0,0,0,2,30,1059860,25
496,359,"""Mega"" Absol",487.0,,1.2,49.0,Dark,Dark,50.0,50.0,35,65,150,60,115,60,115,565,0,2,0,0,0,0,2,30,1059860,25
497,360,Wynaut,,,0.6,14.0,Psychic,Psychic,50.0,50.0,50,95,23,48,23,48,23,260,1,0,0,0,0,0,1,125,1000000,20
498,361,Snorunt,,,0.7,16.8,Ice,Ice,50.0,50.0,50,50,50,50,50,50,50,300,1,0,0,0,0,0,1,190,1000000,20
499,362,Glalie,,,1.5,256.5,Ice,Ice,50.0,50.0,50,80,80,80,80,80,80,480,2,0,0,0,0,0,2,75,1000000,20
500,362,"""Mega"" Glalie",490.0,,2.1,350.2,Ice,Ice,50.0,50.0,70,80,120,80,120,80,100,580,2,0,0,0,0,0,2,75,1000000,20
501,363,Spheal,,,0.8,39.5,Ice,Water,50.0,50.0,50,70,40,50,55,50,25,290,1,0,0,0,0,0,1,255,1059860,20
502,364,Sealeo,,,1.1,87.6,Ice,Water,50.0,50.0,50,90,60,70,75,70,45,410,2,0,0,0,0,0,2,120,1059860,20
503,365,Walrein,,,1.4,150.6,Ice,Water,50.0,50.0,50,110,80,90,95,90,65,530,3,0,0,0,0,0,3,45,1059860,20
504,366,Clamperl,,,0.4,52.5,Water,Water,50.0,50.0,50,35,64,85,74,55,32,345,0,0,1,0,0,0,1,255,600000,20
505,367,Huntail,,,1.7,27.0,Water,Water,50.0,50.0,50,55,104,105,94,75,52,485,0,1,1,0,0,0,2,60,600000,20
506,368,Gorebyss,,,1.8,22.6,Water,Water,50.0,50.0,50,55,84,105,114,75,52,485,0,0,0,2,0,0,2,60,600000,20
507,369,Relicanth,,,1.0,23.4,Water,Rock,87.5,12.5,50,100,90,130,45,65,55,485,1,0,1,0,0,0,2,25,1250000,40
508,370,Luvdisc,,,0.6,8.7,Water,Water,25.0,75.0,50,43,30,55,40,65,97,330,0,0,0,0,0,1,1,225,800000,20
509,371,Bagon,,,0.6,42.1,Dragon,Dragon,50.0,50.0,35,45,75,60,40,30,50,300,0,1,0,0,0,0,1,45,1250000,40
510,372,Shelgon,,,1.1,110.5,Dragon,Dragon,50.0,50.0,35,65,95,100,60,50,50,420,0,0,2,0,0,0,2,45,1250000,40
511,373,Salamence,,,1.5,102.6,Dragon,Flying,50.0,50.0,35,95,135,80,110,80,100,600,0,3,0,0,0,0,3,45,1250000,40
512,373,"""Mega"" Salamence",501.0,,1.8,112.6,Dragon,Flying,50.0,50.0,35,95,145,130,120,90,120,700,0,3,0,0,0,0,3,45,1250000,40
513,374,Beldum,,,0.6,95.2,Steel,Psychic,0.0,0.0,35,40,55,80,35,60,30,300,0,0,1,0,0,0,1,3,1250000,40
514,375,Metang,,,1.2,202.5,Steel,Psychic,0.0,0.0,35,60,75,100,55,80,50,420,0,0,2,0,0,0,2,3,1250000,40
515,376,Metagross,,,1.6,550.0,Steel,Psychic,0.0,0.0,35,80,135,130,95,90,70,600,0,0,3,0,0,0,3,3,1250000,40
516,376,"""Mega"" Metagross",504.0,,2.5,942.9,Steel,Psychic,0.0,0.0,35,80,145,150,105,110,110,700,0,0,3,0,0,0,3,3,1250000,40
517,377,Regirock,,Sub-Legendary,1.7,230.0,Rock,Rock,0.0,0.0,35,80,100,200,50,100,50,580,0,0,3,0,0,0,3,3,1250000,80
518,378,Regice,,Sub-Legendary,1.8,175.0,Ice,Ice,0.0,0.0,35,80,50,100,100,200,50,580,0,0,0,0,3,0,3,3,1250000,80
519,379,Registeel,,Sub-Legendary,1.9,205.0,Steel,Steel,0.0,0.0,35,80,75,150,75,150,50,580,0,0,2,0,1,0,3,3,1250000,80
520,380,Latias,,Sub-Legendary,1.4,40.0,Dragon,Psychic,0.0,100.0,90,80,80,90,110,130,110,600,0,0,0,0,3,0,3,3,1250000,120
521,380,"""Mega"" Latias",508.0,,1.8,52.0,Dragon,Psychic,0.0,100.0,90,80,100,120,140,150,110,700,0,0,0,0,3,0,3,3,1250000,120
522,381,Latios,,Sub-Legendary,2.0,60.0,Dragon,Psychic,100.0,0.0,90,80,90,80,130,110,110,600,0,0,0,3,0,0,3,3,1250000,120
523,381,"""Mega"" Latios",509.0,,2.3,70.0,Dragon,Psychic,100.0,0.0,90,80,130,100,160,120,110,700,0,0,0,3,0,0,3,3,1250000,120
524,382,Kyogre,,Legendary,4.5,352.0,Water,Water,0.0,0.0,0,100,100,90,150,140,90,670,0,0,0,3,0,0,3,3,1250000,120
525,382,"""Primal"" Kyogre",510.0,Legendary,9.8,430.0,Water,Water,0.0,0.0,0,100,150,90,180,160,90,770,0,0,0,3,0,0,3,3,1250000,120
526,383,Groudon,,Legendary,3.5,950.0,Ground,Ground,0.0,0.0,0,100,150,140,100,90,90,670,0,3,0,0,0,0,3,3,1250000,120
527,383,"""Primal"" Groudon",511.0,Legendary,5.0,999.7,Ground,Fire,0.0,0.0,0,100,180,160,150,90,90,770,0,3,0,0,0,0,3,3,1250000,120
528,384,Rayquaza,,Legendary,7.0,206.5,Dragon,Flying,0.0,0.0,0,105,150,90,150,90,95,680,0,2,0,1,0,0,3,45,1250000,120
529,384,"""Mega"" Rayquaza",512.0,Legendary,10.8,392.0,Dragon,Flying,0.0,0.0,0,105,180,100,180,100,115,780,0,2,0,1,0,0,3,45,1250000,120
530,385,Jirachi,,Mythical,0.3,1.1,Steel,Psychic,0.0,0.0,100,100,100,100,100,100,100,600,3,0,0,0,0,0,3,3,1250000,120
531,386,Deoxys,,Mythical,1.7,60.8,Psychic,Psychic,0.0,0.0,0,50,150,50,150,50,150,600,0,1,0,1,0,1,3,3,1250000,120
532,386,"""Attack"" Deoxys",514.0,Mythical,1.7,60.8,Psychic,Psychic,0.0,0.0,0,50,180,20,180,20,150,600,0,2,0,1,0,0,3,3,1250000,120
533,386,"""Defense"" Deoxys",514.0,Mythical,1.7,60.8,Psychic,Psychic,0.0,0.0,0,50,70,160,70,160,90,600,0,0,2,0,1,0,3,3,1250000,120
534,386,"""Speed"" Deoxys",514.0,Mythical,1.7,60.8,Psychic,Psychic,0.0,0.0,0,50,95,90,95,90,180,600,0,0,0,0,0,3,3,3,1250000,120
